,Floor,Number of floors,Covered parking spaces,Outdoor parking spaces,Surroundings type,Living area,Bedrooms,Bedroom 1 surface,Bedroom 2 surface,Bedroom 3 surface,Bathrooms,Shower rooms,Toilets,Terrace surface,Terrace orientation,Accessible for disabled people,Intercom,Primary energy consumption,Energy class,Reference number of the EPC report,CO₂ emission,Yearly theoretical total energy consumption,Tenement building,Address,Website,Available as of,Living room surface,Garden surface,Elevator,TV cable,Heating type,Double glazing,Garden orientation,Price,Kitchen type,Kitchen surface,Neighbourhood or locality,Construction year,Building condition,Virtual visit,Basement,Furnished,Thermic solar panels,External reference,Number of frontages,Swimming pool,Property name,Street frontage width,Dining room,Dressing room,Laundry room,Basement surface,Visio phone,Planning permission obtained,Subdivision permit,Possible priority purchase right,Proceedings for breach of planning regulations,Latest land use designation,Monthly charges,Cadastral income,Agent's name,Flood zone type,Office,Armored door,Caretaker,Secure access / alarm,As built plan,E-level (overall energy performance),Conformity certification for fuel tanks,Heat pump,Photovoltaic solar panels,Common water heater,Total ground floor buildable,Living room,Garden,Terrace,Available date,Bedroom 4 surface,Obligation to build,How many fireplaces?,Jacuzzi,Sauna,Office surface,Professional space,Attic surface,Sea view,Attic,Internet,Type of building,Number of annexes,Monthly annuity,Indexed annuity,Reversionary annuity,Bare ownership sale,Number of annuitants,Age of annuitant,Air conditioning
9240354,,,,,Urban,93m² square meters,1,11m² square meters,,,1,,,,,,,9022 kWh/m² kilowatt hour per square meters,G,Not specified,Not specified,Not specified,No,Chaussée Verte nr 94/6 4367- Crisnée,,To be defined,45m² square meters,,,,Gas,Yes,,"€ 225,000 225000 €",Semi equipped,6m² square meters,,,Good,,Yes,No,,4306812,,,,,,,,,,,,,,,€ 30 30 €,,,Non flood zone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9242379,,,,,"Living area (residential, urban or rural)",,1,,,,1,,1,,,,,Not specified,Not specified,Not specified,Not specified,Not specified,No,"av Charles Quint, 305 1083- Ganshoren",http://www.joninvest.be,After signing the deed,,,,,Gas,Yes,,"€ 165,000 165000 €",Installed,,,1956,Good,,,No,,spir523,3,,,,,No,,,,,,,,Extended residential area,,,,,No,,,,,,No,No,,,,Yes,,,,,No,,,,,,,,,,,,,,,,,,
9337197,,,,,"Living area (residential, urban or rural)",,2,14m² square meters,11m² square meters,,,,,,,,,541 kWh/m² kilowatt hour per square meters,G,20210419016565,Not specified,49906 kWh/year,No,Avenue Guillaume Joachim 42 4300- Waremme,http://www.wafina.be,After signing the deed,27m² square meters,,,,,,,,,9m² square meters,,,,,,,,,,,,,,,,,,,,,,,,€ 406 406 €,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9250810,,,,,Urban,97m² square meters,2,,,,1,,1,24m² square meters,,No,,Not specified,Not specified,Not specified,Not specified,Not specified,No,Vlamingstraat 62 8000- Brugge,http://www.dewaele.com,,,,Yes,,,,,,Installed,,,,As new,,,No,,D8000-NBW-A1509-22B.0.02,4,No,,,,,,,,,,,No,"Living area (residential, urban or rural)",,,,Recognized flood zone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9250809,,,,,Urban,106m² square meters,2,,,,1,,1,30m² square meters,,No,,Not specified,Not specified,Not specified,Not specified,Not specified,No,Vlamingstraat 62 8000- Brugge,http://www.dewaele.com,,,,Yes,,,,,"€ 380,000 380000 €",Installed,,,,As new,,,No,,D8000-NBW-A1509-22B.0.03,4,No,,,,,,,,,,,No,"Living area (residential, urban or rural)",,,,Recognized flood zone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9250811,,,,,Urban,77m² square meters,1,,,,1,,1,25m² square meters,,No,,Not specified,Not specified,Not specified,Not specified,Not specified,No,Vlamingstraat 62 8000- Brugge,http://www.dewaele.com,,,,Yes,,,,,"€ 285,000 285000 €",Installed,,,,As new,,,No,,D8000-NBW-A1509-22B.0.01,4,No,,,,,,,,,,,No,"Living area (residential, urban or rural)",,,,Recognized flood zone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9250813,,,,,Urban,97m² square meters,2,,,,1,,1,23m² square meters,,No,,Not specified,Not specified,Not specified,Not specified,Not specified,No,Vlamingstraat 62 8000- Brugge,http://www.dewaele.com,,,,Yes,,,,,"€ 340,000 340000 €",Installed,,,,As new,,,No,,D8000-NBW-A1509-22A.0.02,4,No,,,,,,,,,,,No,"Living area (residential, urban or rural)",,,,Recognized flood zone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9250812,,,,,Urban,77m² square meters,1,,,,1,,1,25m² square meters,,No,,Not specified,Not specified,Not specified,Not specified,Not specified,No,Vlamingstraat 62 8000- Brugge,http://www.dewaele.com,,,,Yes,,,,,"€ 280,000 280000 €",Installed,,,,As new,,,No,,D8000-NBW-A1509-22A.0.03,4,No,,,,,,,,,,,No,"Living area (residential, urban or rural)",,,,Recognized flood zone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9250814,,,,,Urban,106m² square meters,2,,,,1,,1,30m² square meters,,No,,Not specified,Not specified,Not specified,Not specified,Not specified,No,Vlamingstraat 62 8000- Brugge,http://www.dewaele.com,,,,Yes,,,,,"€ 380,000 380000 €",Installed,,,,As new,,,No,,D8000-NBW-A1509-22A.0.01,4,No,,,,,,,,,,,No,"Living area (residential, urban or rural)",,,,Recognized flood zone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9250829,,,,,Urban,76m² square meters,1,,,,1,,1,28m² square meters,,No,,Not specified,Not specified,Not specified,Not specified,Not specified,No,Vlamingstraat 62 8000- Brugge,http://www.dewaele.com,,,,Yes,,,,,"€ 280,000 280000 €",Installed,,,,As new,,,No,,D8000-NBW-A1509-22.0.04,4,No,,,,,,,,,,,No,"Living area (residential, urban or rural)",,,,Recognized flood zone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9250830,,,,,Urban,95m² square meters,3,,,,1,,1,24m² square meters,,No,,Not specified,Not specified,Not specified,Not specified,Not specified,No,Vlamingstraat 62 8000- Brugge,http://www.dewaele.com,,,,Yes,,,,,"€ 335,000 335000 €",Installed,,,,As new,,,No,,D8000-NBW-A1509-22.0.03,4,No,,,,,,,,,,,No,"Living area (residential, urban or rural)",,,,Recognized flood zone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9250832,,,,,Urban,109m² square meters,2,,,,1,,1,25m² square meters,,No,,Not specified,Not specified,Not specified,Not specified,Not specified,No,Vlamingstraat 62 8000- Brugge,http://www.dewaele.com,,,,Yes,,,,,"€ 370,000 370000 €",Installed,,,,As new,,,No,,D8000-NBW-A1509-22.0.01,4,No,,,,,,,,,,,No,"Living area (residential, urban or rural)",,,,Recognized flood zone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9250831,,,,,Urban,103m² square meters,2,,,,1,,1,25m² square meters,,No,,Not specified,Not specified,Not specified,Not specified,Not specified,No,Vlamingstraat 62 8000- Brugge,http://www.dewaele.com,,,,Yes,,,,,"€ 375,000 375000 €",Installed,,,,As new,,,No,,D8000-NBW-A1509-22.0.02,4,No,,,,,,,,,,,No,"Living area (residential, urban or rural)",,,,Recognized flood zone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9339801,,,,,Urban,97m² square meters,2,,,,1,,1,11m² square meters,,,,Not specified,Not specified,Not specified,Not specified,Not specified,,Heilig Hartplaats 3 2870- Puurs,http://www.dewaele.com,,,,,,,,,,,,,,,,,No,,D2870-21002-2,4,,,,,,,,,,,No,No,"Living area (residential, urban or rural)",,,,Non flood zone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9251637,,,,,"Living area (residential, urban or rural)",,1,,,,,,,,,,,Not specified,Not specified,Not specified,Not specified,Not specified,No,Rue Charles Magnette 96 4000- Liège,,,,,Yes,,,,,"€ 264,500 264500 €",,,,2021,,,,,,,,,Résidence de l'Amblève,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,November 1 2021 - 12:00 AM,,,,,,,,,,,,,,,,,,,,
9251938,,,,,Urban,104m² square meters,3,,,,,,,,,No,,Not specified,Not specified,Not specified,Not specified,Not specified,No,Grote Markt 13 8800- Roeselare,http://www.dewaele.com,,,,Yes,,Gas,,,,Installed,,,,As new,,,No,,D8800-17177-NBW-MS 1.4,2,No,,,,,,,,Yes,,,No,"Living area (residential, urban or rural)",,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,
9251939,,,,,Urban,93m² square meters,2,,,,,,,,,No,,Not specified,Not specified,Not specified,Not specified,Not specified,No,Grote Markt 13 8800- Roeselare,http://www.dewaele.com,,,,Yes,,Gas,,,,Installed,,,,As new,,,No,,D8800-17177-NBW-MS 0.1,2,No,,,,,,,,Yes,,,No,"Living area (residential, urban or rural)",,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,
9251940,,,,,Urban,98m² square meters,2,,,,,,,,,No,,Not specified,Not specified,Not specified,Not specified,Not specified,No,Grote Markt 13 8800- Roeselare,http://www.dewaele.com,,,,Yes,,Gas,,,"€ 248,000 248000 €",Installed,,,,As new,,,No,,D8800-17177-NBW-MS 0.4,2,No,,,,,,,,Yes,,,No,"Living area (residential, urban or rural)",,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,
9251937,,,,,Urban,105m² square meters,2,,,,,,,,,No,,Not specified,Not specified,Not specified,Not specified,Not specified,No,Grote Markt 13 8800- Roeselare,http://www.dewaele.com,,,,Yes,,Gas,,,"€ 245,000 245000 €",Installed,,,,As new,,,No,,D8800-17177-NBW-MS 0.3,2,No,,,,,,,,Yes,,,No,"Living area (residential, urban or rural)",,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,
9251941,,,,,Urban,105m² square meters,2,,,,,,,,,No,,Not specified,Not specified,Not specified,Not specified,Not specified,No,Grote Markt 13 8800- Roeselare,http://www.dewaele.com,,,,Yes,,Gas,,,"€ 245,000 245000 €",Installed,,,,As new,,,No,,D8800-17177-NBW-MS 0.2,2,No,,,,,,,,Yes,,,No,"Living area (residential, urban or rural)",,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,
9341156,,,,,Urban,99m² square meters,2,,,,,,,14m² square meters,,,,Not specified,Not specified,Not specified,Not specified,Not specified,No,Grote Markt 13 8800- Roeselare,http://www.dewaele.com,,,,,,,,,"€ 285,000 285000 €",,,,,Good,,,No,,D8800-21105-NBW-03.02,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9341158,,,,,Urban,103m² square meters,2,,,,,,,8m² square meters,,,,Not specified,Not specified,Not specified,Not specified,Not specified,No,Grote Markt 13 8800- Roeselare,http://www.dewaele.com,,,,,,,,,,,,,,Good,,,No,,D8800-21105-NBW-02.04,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9341155,,,,,Urban,83m² square meters,2,,,,,,,10m² square meters,,,,Not specified,Not specified,Not specified,Not specified,Not specified,No,Grote Markt 13 8800- Roeselare,http://www.dewaele.com,,,,,,,,,,,,,,Good,,,No,,D8800-21105-NBW-01.03,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9341157,,,,,Urban,113m² square meters,3,,,,,,,43m² square meters,,,,Not specified,Not specified,in opmaak,Not specified,Not specified,No,Grote Markt 13 8800- Roeselare,http://www.dewaele.com,,,,,,,,,"€ 345,000 345000 €",,,,,Good,,,No,,D8800-21105-NBW-03.01,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9341159,,,,,Urban,83m² square meters,2,,,,,,,12m² square meters,,,,Not specified,Not specified,Not specified,Not specified,Not specified,No,Grote Markt 13 8800- Roeselare,http://www.dewaele.com,,,,,,,,,"€ 234,000 234000 €",,,,,Good,,,No,,D8800-21105-NBW-02.03,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9341160,,,,,Urban,66m² square meters,2,,,,,,,8m² square meters,,,,Not specified,Not specified,Not specified,Not specified,Not specified,No,Grote Markt 13 8800- Roeselare,http://www.dewaele.com,,,,,,,,,"€ 181,500 181500 €",,,,,Good,,,No,,D8800-21105-NBW-02.02,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9341162,,,,,Urban,103m² square meters,2,,,,,,,8m² square meters,,,,Not specified,Not specified,Not specified,Not specified,Not specified,No,Grote Markt 13 8800- Roeselare,http://www.dewaele.com,,,,,,,,,"€ 254,000 254000 €",,,,,Good,,,No,,D8800-21105-NBW-01.04,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9341161,,,,,Urban,83m² square meters,2,,,,,,,10m² square meters,,,,Not specified,Not specified,Not specified,Not specified,Not specified,No,Grote Markt 13 8800- Roeselare,http://www.dewaele.com,,,,,,,,,"€ 217,500 217500 €",,,,,Good,,,No,,D8800-21105-NBW-02.01,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9342011,,,,,Urban,99m² square meters,2,,,,,,,14m² square meters,,,,Not specified,Not specified,Not specified,Not specified,Not specified,No,Grote Markt 13 8800- Roeselare,http://www.dewaele.com,,,,,,,,,"€ 285,000 285000 €",,,,,Good,,,No,,D8800-21105-NBW-03.02,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9342013,,,,,Urban,103m² square meters,2,,,,,,,8m² square meters,,,,Not specified,Not specified,Not specified,Not specified,Not specified,No,Grote Markt 13 8800- Roeselare,http://www.dewaele.com,,,,,,,,,,,,,,Good,,,No,,D8800-21105-NBW-02.04,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9342012,,,,,Urban,113m² square meters,3,,,,,,,43m² square meters,,,,Not specified,Not specified,in opmaak,Not specified,Not specified,No,Grote Markt 13 8800- Roeselare,http://www.dewaele.com,,,,,,,,,"€ 345,000 345000 €",,,,,Good,,,No,,D8800-21105-NBW-03.01,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9342015,,,,,Urban,66m² square meters,2,,,,,,,8m² square meters,,,,Not specified,Not specified,Not specified,Not specified,Not specified,No,Grote Markt 13 8800- Roeselare,http://www.dewaele.com,,,,,,,,,"€ 181,500 181500 €",,,,,Good,,,No,,D8800-21105-NBW-02.02,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9342018,,,,,Urban,103m² square meters,2,,,,,,,8m² square meters,,,,Not specified,Not specified,Not specified,Not specified,Not specified,No,Grote Markt 13 8800- Roeselare,http://www.dewaele.com,,,,,,,,,"€ 254,000 254000 €",,,,,Good,,,No,,D8800-21105-NBW-01.04,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9342014,,,,,Urban,83m² square meters,2,,,,,,,12m² square meters,,,,Not specified,Not specified,Not specified,Not specified,Not specified,No,Grote Markt 13 8800- Roeselare,http://www.dewaele.com,,,,,,,,,"€ 234,000 234000 €",,,,,Good,,,No,,D8800-21105-NBW-02.03,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9342019,,,,,Urban,83m² square meters,2,,,,,,,10m² square meters,,,,Not specified,Not specified,Not specified,Not specified,Not specified,,Grote Markt 13 8800- Roeselare,http://www.dewaele.com,,,,,,,,,,,,,,Good,,,No,,D8800-21105-NBW-01.03,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9342016,,,,,Urban,83m² square meters,2,,,,,,,10m² square meters,,,,Not specified,Not specified,Not specified,Not specified,Not specified,No,Grote Markt 13 8800- Roeselare,http://www.dewaele.com,,,,,,,,,"€ 217,500 217500 €",,,,,Good,,,No,,D8800-21105-NBW-02.01,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9352912,,,,,Urban,119m² square meters,2,,,,,,,36m² square meters,,No,,Not specified,Not specified,Not specified,Not specified,Not specified,No,Grote Markt 13 8800- Roeselare,http://www.dewaele.com,,,,Yes,,,,,,Installed,,,,As new,,,No,,D8800-18255-NBW-B 0.3,2,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9352914,,,,,Urban,106m² square meters,2,,,,,,,36m² square meters,,No,,Not specified,Not specified,Not specified,Not specified,Not specified,No,Grote Markt 13 8800- Roeselare,http://www.dewaele.com,,,,Yes,,,,,,Installed,,,,As new,,,No,,D8800-18255-NBW-B 0.4,2,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9352913,,,,,Urban,119m² square meters,2,,,,,,,36m² square meters,,No,,Not specified,Not specified,Not specified,Not specified,Not specified,No,Grote Markt 13 8800- Roeselare,http://www.dewaele.com,,,,Yes,,,,,,Installed,,,,As new,,,No,,D8800-18255-NBW-B 0.2,2,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9353042,,,,,Urban,66m² square meters,1,15m² square meters,,,1,,1,,,,,484 kWh/m² kilowatt hour per square meters,E,20121013-0001223124-00000007-0,Not specified,Not specified,,Bondgenotenlaan 33 3000- Leuven,,,27m² square meters,,,,,No,,,Installed,7m² square meters,,1991,Good,,,No,,1699/TK/05/2021,2,,,,,,,,,,,,No,,,,,Non flood zone,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9161601,,,,,,70m² square meters,2,,,,1,,1,,,,,60 kWh/m² kilowatt hour per square meters,A,35029-G-2012_160/EP02493/A001/D01/SD012,Not specified,Not specified,No,"Gemeenteplein, 1a 8300- Knokke-Heist",http://www.century21.be/immonewcnoc,,,,,,,Yes,North East,"€ 330,000 330000 €",,,,2016,Good,,,No,,21-11694-038,2,,,,,,,,,Yes,No,No,No,"Living area (residential, urban or rural)",,,,Non flood zone,No,No,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,
9167201,,,,,,71m² square meters,1,,,,1,,,15m² square meters,,,,Not specified,Not specified,Not specified,Not specified,Not specified,No,Verbeytstraat 1 B1 1853- Strombeek-Bever,http://www.cbi-immo.be,At delivery,,10m² square meters,,,,Yes,,,Hyper equipped,,,2021,As new,,,No,,4272179,2,,,,,,,,Yes,Yes,No,No,No,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,
9167200,,,,,,125m² square meters,3,,,,2,,,42m² square meters,,,,Not specified,Not specified,Not specified,Not specified,Not specified,No,Verbeytstraat 1 B1 1853- Strombeek-Bever,http://www.cbi-immo.be,At delivery,,98m² square meters,,,,Yes,,,Hyper equipped,,,,As new,,,No,,4271505,3,,,,,,,,Yes,Yes,No,No,No,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,
9167202,,,,,,87m² square meters,2,,,,1,,,28m² square meters,,,,Not specified,Not specified,Not specified,Not specified,Not specified,No,Verbeytstraat 1 B1 1853- Strombeek-Bever,http://www.cbi-immo.be,At delivery,,18m² square meters,,,,Yes,,,Hyper equipped,,,2021,As new,,,No,,4272180,2,,,,,,,,Yes,Yes,No,No,No,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,
9167203,,,,,,69m² square meters,1,,,,1,,,15m² square meters,,,,Not specified,Not specified,Not specified,Not specified,Not specified,No,Verbeytstraat 1 B1 1853- Strombeek-Bever,http://www.cbi-immo.be,At delivery,,15m² square meters,,,,Yes,,,Hyper equipped,,,2021,As new,,,No,,4272181,2,,,,,,,,Yes,Yes,No,No,No,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,
9167204,,,,,,68m² square meters,1,,,,1,,,19m² square meters,,,,Not specified,Not specified,Not specified,Not specified,Not specified,No,Verbeytstraat 1 B1 1853- Strombeek-Bever,http://www.cbi-immo.be,At delivery,,20m² square meters,,,,Yes,,,Hyper equipped,,,2021,As new,,,No,,4272183,2,,,,,,,,Yes,Yes,No,No,No,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,
9167208,,,,,,68m² square meters,1,,,,1,,,14m² square meters,,,,Not specified,Not specified,Not specified,Not specified,Not specified,No,Verbeytstraat 1 B1 1853- Strombeek-Bever,http://www.cbi-immo.be,At delivery,,,,,,Yes,,,Hyper equipped,,,2021,As new,,,No,,4272388,,,,,,,,,Yes,Yes,No,No,No,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,
9167205,,,,,,84m² square meters,2,,,,1,,,18m² square meters,,,,Not specified,Not specified,Not specified,Not specified,Not specified,No,Verbeytstraat 1 B1 1853- Strombeek-Bever,http://www.cbi-immo.be,At delivery,,35m² square meters,,,,Yes,,,Hyper equipped,,,2021,As new,,,No,,4272185,2,,,,,,,,Yes,Yes,No,No,No,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,
9167206,,,,,,69m² square meters,1,,,,1,,,19m² square meters,,,,Not specified,Not specified,Not specified,Not specified,Not specified,No,Verbeytstraat 1 B1 1853- Strombeek-Bever,http://www.cbi-immo.be,At delivery,,40m² square meters,,,,Yes,,,Hyper equipped,,,2021,As new,,,No,,4272375,2,,,,,,,,Yes,Yes,No,No,No,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,
9167207,,,,,,74m² square meters,1,,,,1,,,13m² square meters,,,,Not specified,Not specified,Not specified,Not specified,Not specified,No,Verbeytstraat 1 B1 1853- Strombeek-Bever,http://www.cbi-immo.be,At delivery,,36m² square meters,,,,Yes,,,Hyper equipped,,,2021,As new,,,No,,4272383,,,,,,,,,Yes,Yes,No,No,No,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,
9170463,,,,,,110m² square meters,3,,,,2,,1,,,,,300 kWh/m² kilowatt hour per square meters,C,20210418-0002402932-RES-1,Not specified,Not specified,,"Gemeenteplein, 1a 8300- Knokke-Heist",http://www.century21.be/immonewcnoc,,,,,,,Yes,East,,,,,,Good,Link to the virtual visit,,No,,21-11697-038,2,,,,,,,,,Yes,No,No,No,"Living area (residential, urban or rural)",,,,Non flood zone,No,No,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,
9170459,,,,,,83m² square meters,2,,,,2,,,,,No,No,144 kWh/m² kilowatt hour per square meters,B,1122241,Not specified,Not specified,No,Lippenslaan 1168300- Knokke-Heist,http://www.avantimmo.be,,,,Yes,No,,Yes,,,Installed,,,1996,Good,,Yes,No,,A11875,2,No,,,,,,,No,Yes,No,,No,"Living area (residential, urban or rural)",,€ 974 974 €,,,No,No,,No,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,
9169764,,,,,,82m² square meters,2,,,,2,,2,,,,,Not specified,Not specified,Not specified,Not specified,Not specified,No,Sassevaarstraat 46/212 9000- Gent,http://www.thehousefriend.be,,,45m² square meters,,,,No,,"€ 183,080 183080 €",Installed,,,2019,Good,,,No,,ESP-LaZeniaBglv-1,2,,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,
9170747,,,,,,80m² square meters,2,,,,1,,,,,No,No,Not specified,Not specified,Not specified,Not specified,Not specified,No,Gentsesteenweg 145 9300- Aalst,http://www.woonservicevdv.be,,,,No,No,Electric,Yes,South,"€ 82,000 82000 €",Installed,,,2020,As new,,,,,1058,,Yes,,,,No,,,No,,,,,,,,,,No,,No,No,,,,,,,,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,
9171551,,,,,,38m² square meters,1,10m² square meters,,,,,,8m² square meters,South East,,,416 kWh/m² kilowatt hour per square meters,G,20120521-00000086871-01-2,Not specified,Not specified,No,Groendreef 14 1000- Brussel,,,18m² square meters,,Yes,,Electric,Yes,South East,"€ 219,000 219000 €",Hyper equipped,,,,As new,,,No,,,,No,,,,No,,,,Yes,No,No,No,"Living area (residential, urban or rural)",,€ 856 856 €,,Non flood zone,,,No,No,No,,,No,,,,,Yes,,December 7 2020 - 12:00 AM,,,,,,,,,,,,,,,,,,,,
9173485,,,,,,225m² square meters,3,18m² square meters,18m² square meters,20m² square meters,3,,2,31m² square meters,,Yes,Yes,Not specified,Not specified,Not specified,Not specified,Not specified,,Avenue Louise 251 1050- Bruxelles,http://www.sothebysrealty.be,After signing the deed,70m² square meters,109m² square meters,No,,,,,,USA semi equipped,,,1976,As new,,,No,,4282716,2,No,,41 m,,,,,Yes,,,,,,,,,Non flood zone,Yes,,,Yes,,,,,,,,,,,October 15 2019 - 12:00 AM,,,,,,,,,,,,,,,,,,,,
9177509,,,,,,93m² square meters,2,,,,,,,,,,,Not specified,Not specified,in opbouw,Not specified,Not specified,No,"Heuleplaats, 16 8501- Kortrijk",http://www.mvastgoed.be,,,,,,,No,,"€ 279,000 279000 €",,,,2020,,,,No,,M/05051,2,,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9177510,,,,,,71m² square meters,2,,,,,,,,,,,Not specified,Not specified,in opbouw,Not specified,Not specified,No,"Heuleplaats, 16 8501- Kortrijk",http://www.mvastgoed.be,,,,,,,No,,"€ 147,000 147000 €",,,,2021,As new,,,No,,M/05052,2,,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9180558,,,,,,86m² square meters,2,,,,1,,,,,,,424 kWh/m² kilowatt hour per square meters,E,20180502--000205453-0--1,Not specified,Not specified,,Meensesteenweg 800 8800- Roeselare,http://www.immofravan.be,,,,,,,No,,,,,,1970,As new,,,,,V - 2181,,,,,,No,,,,,,,,,,,,,No,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,
9182531,,,,,,40m² square meters,,,,,1,,,,,No,No,273 kWh/m² kilowatt hour per square meters,C,20200601-0002275552-RES-1,Not specified,Not specified,,Albert I Laan 234 8620- Nieuwpoort,http://www.euroimmo.be,,,,No,Yes,Electric,Yes,South West,,Installed,,,2005,As new,,,Yes,,Gaudi 0604,,No,Residentie Gaudi,,,No,,,No,Yes,No,No,No,"Living area (residential, urban or rural)",,,,Non flood zone,No,,No,No,,,,,,,,Yes,Yes,Yes,,,No,,,,,,,,,,,,,,,,,,
9187869,,,,,,56m² square meters,1,,,,,,,,,,,61 kWh/m² kilowatt hour per square meters,A,45035-G2012_427/EP02064/E651/D01/SD020,Not specified,Not specified,No,Kasteeldreef 26 B0001 9270- Laarne,http://www.zakenkantoordewilde.be,,,,,,,No,,"€ 272,000 272000 €",,,,,,,,No,,OURE14,2,,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9188209,,,,,,118m² square meters,3,,,,1,,1,,,No,Yes,Not specified,Not specified,Not specified,Not specified,Not specified,No,Markt 15 8700- Tielt,http://www.karolienlafaut.be,,,,Yes,Yes,Gas,Yes,South,"€ 320,400 320400 €",Hyper equipped,,,2020,,,,,,B - Cyper 3/1.01,,No,,,,No,,,Yes,,,No,,"Living area (residential, urban or rural)",,,,,No,,No,No,,,,,,,,Yes,Yes,Yes,,,No,,,,,,,,,,,,,,,,,,
