,id,type,subtype,price,transactionType,zip,visualisationOption,kitchen_type,building_constructionYear,building_condition,energy_heatingType,certificates_primaryEnergyConsumptionLevel,bedroom_count,land_surface,atticExists,basementExists,outdoor_garden_surface,outdoor_terrace_exists,specificities_SME_office_exists,wellnessEquipment_hasSwimmingPool,parking_parkingSpaceCount_indoor,parking_parkingSpaceCount_outdoor,condition_isNewlyBuilt,Province,Available as of,Available date,Construction year,Building condition,Street frontage width,Number of frontages,Surroundings type,Virtual visit,Living area,Living room surface,Dining room,Kitchen type,Kitchen surface,Bedrooms,Bedroom 1 surface,Bedroom 2 surface,Bedroom 3 surface,Bathrooms,Shower rooms,Toilets,Office surface,Office,Basement,Attic,Furnished,Surface of the plot,Width of the lot on the street,Connection to sewer network,"Gas, water &amp; electricity",Elevator,Accessible for disabled people,Intercom,TV cable,Swimming pool,Primary energy consumption,Energy class,Reference number of the EPC report,CO₂ emission,Yearly theoretical total energy consumption,As built plan,Heating type,Double glazing,Total ground floor buildable,Subdivision permit,Possible priority purchase right,Proceedings for breach of planning regulations,Flood zone type,Latest land use designation,Price,Cadastral income,Tenement building,Address,Website,External reference,Province,Outdoor parking spaces,Garden surface,Garden orientation,Conformity certification for fuel tanks,Covered parking spaces,Terrace surface,Planning permission obtained,Agent's name,Garden,Terrace,E-level (overall energy performance),Neighbourhood or locality,Attic surface,Bedroom 4 surface,Bedroom 5 surface,Basement surface,Professional space surface,Secure access / alarm,Living room,How many fireplaces?,Dressing room,Laundry room,Professional space,Armored door,Land is facing street,Wooded land,Plot at rear,Flat land,Caretaker,Air conditioning,Visio phone,Jacuzzi,Sauna,Internet,Heat pump,Photovoltaic solar panels,Thermic solar panels,Common water heater,Type of building,Obligation to build,Terrace orientation,Value of the property,Lump sum,Monthly annuity,Indexed annuity,Reversionary annuity,Bare ownership sale,Number of annuitants,Age of annuitants,Isolated,Venue of the sale,Single session,Terms of visit,Starting price,Current monthly revenue,Maximum duration of annuity,Monthly charges,Number of annexes,Percentage rented,Property name,EPC description,Extra information,Age of annuitant
9687102,9687102,house,exceptionalproperty,725000,forsale,5660,l,installed,1907,good,fueloil,444,6,2410,true,true,,true,true,,2,5,,Namur,,,1907,Good,,3,"Living area (residential, urban or rural)",,,,,Installed,,6,,,,,,2,,Yes,Yes,Yes,,2410m²square meters,,Connected,Yes,,,,Yes,,444 kWh/m²kilowatt hour per square meters,F,Not specified,Not specified,Not specified,,Fuel oil,Yes,,,,,,,"€ 725,000725000 €",,,Grand Place 33 7070- Le Roeulx,http://www.gvn-immoservice.be,,Namur,5,,,,2,,,,,Yes,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
10101010,10101010,house,house,430000,forsale,5190,l,usainstalled,,good,fueloil,218,3,750,true,true,,,true,,,,,Namur,,,,Good,,3,Countryside,,282m²square meters,22m²square meters,Yes,USA installed,12m²square meters,3,22m²square meters,22m²square meters,16m²square meters,1,1,2,14m²square meters,Yes,,,,750m²square meters,,Connected,Yes,No,No,No,Yes,No,218 kWh/m²kilowatt hour per square meters,C,20210523003935,Not specified,61462 kWh/year,,Fuel oil,Yes,,,,,,,"€ 430,000430000 €",,No,,,,Namur,,,,,,,,,,,,,90m²square meters,,,23m²square meters,,No,,,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,All kind,,,,,,,,,,,,,,,,,,,1,,,,,
10143814,10143814,house,house,165000,forsale,5300,l,installed,,,gas,387,4,200,,true,,,,,,,,Namur,,,,,,3,,,90m²square meters,26m²square meters,Yes,Installed,4m²square meters,4,15m²square meters,13m²square meters,13m²square meters,,1,1,,,Yes,,No,200m²square meters,,,Yes,,,,,,387 kWh/m²kilowatt hour per square meters,E,20220922000407,1000 kg CO₂/m²,37438 kWh/year,No,Gas,Yes,,,,,,,"Make an offer starting from€ 165,000Make an offer starting from165000 €",,No,Rue Brun 11 5300- Andenne,,43051 - 19655,Namur,,,,,,,,,,,,,,12m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9944558,9944558,house,house,34000,forsale,5377,l,semiequipped,,,gas,,2,482,,,,,,,,,,Namur,,,,,,4,Countryside,,,,,Semi equipped,3m²square meters,2,7m²square meters,3m²square meters,,1,,,,,,,No,482m²square meters,,,Yes,,,,,,Not specified,Not specified,Not specified,Not specified,Not specified,No,Gas,Yes,,Yes,,,Non flood zone,,"€ 34,00034000 €",,No,Rue Lantigné 22 6940- Durbuy,http://www.maisons-chalets-ardennes.be,3134 - 5722238,Namur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10129080,10129080,house,house,270000,forsale,5600,l,installed,,asnew,gas,,3,427,true,,125,true,,,1,2,1,Namur,After signing the deed,,,As new,63 m,3,Landscape,,220m²square meters,30m²square meters,Yes,Installed,10m²square meters,3,9m²square meters,9m²square meters,12m²square meters,2,1,3,,No,,,,427m²square meters,9 mmeters,Connected,Yes,No,No,No,Yes,No,Not specified,B,Not specified,Not specified,Not specified,,Gas,Yes,,Yes,,No,Non flood zone,,"€ 270,000270000 €",,No,,,,Namur,2,125m²square meters,South West,,1,45m²square meters,Yes,,,,,,68m²square meters,,,,,No,,,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,Yes,,No,,,,,,,,,,Yes,,,,,,,,,,,,,
10158182,10158182,house,house,240000,forsale,5300,l,installed,,justrenovated,fueloil,299,2,300,true,true,,true,true,,1,2,,Namur,After signing the deed,,,Just renovated,,2,,,120m²square meters,40m²square meters,,Installed,,2,13m²square meters,11m²square meters,,1,,2,7m²square meters,Yes,,,,300m²square meters,,Connected,Yes,,,,Yes,,299 kWh/m²kilowatt hour per square meters,D,20150609015363,Not specified,53079 kWh/year,,Fuel oil,Yes,,,,,Non flood zone,"Living area (residential, urban or rural)","€ 240,000240000 €",€ 580580 €,,Chaussée de Louvain 258 5004- Bouge,http://www.s-immo.be/,,Namur,2,,,,1,36m²square meters,,,,,,,34m²square meters,,,21m²square meters,,,,,,Yes,,,,,,Yes,,,,,,,,,,,,,South,,,,,,,,,,,,,,,,,,,,,,
10155847,10155847,house,house,270000,forsale,5590,l,installed,1993,good,fueloil,491,2,1040,,true,,true,true,,1,5,,Namur,After signing the deed,,1993,Good,,4,,Link to the virtual visit,182m²square meters,,Yes,Installed,15m²square meters,2,19m²square meters,15m²square meters,,1,,1,8m²square meters,Yes,,,No,1040m²square meters,,Connected,Yes,,,,Yes,,491 kWh/m²kilowatt hour per square meters,F,20220414009751,122 kg CO₂/m²,89340 kWh/year,,Fuel oil,Yes,,,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 270,000270000 €","€ 1,0311031 €",No,Rue Charles Balthasar 85 5590- Ciney,http://www.i-vert.be,,Namur,5,,South East,"Yes, conform",1,,Yes,,Yes,Yes,,,,,,50m²square meters,,,Yes,1,,Yes,,,,,,Yes,,,,,,,,,,,,,South East,,,,,,,,,,,,,,,,,,,,,,
10131101,10131101,house,house,139000,forsale,5651,l,,,,,301,2,682,,,550,true,,,,1,,Namur,,,,,,,,,148m²square meters,,,,,2,,,,1,,1,,,,,No,682m²square meters,,,,,,,,,301 kWh/m²kilowatt hour per square meters,D,Not specified,Not specified,44411 kWh/year,No,,,,,,,Non flood zone,,"€ 139,000139000 €",€ 185185 €,No,7 rue de Namur 1400- Nivelles,,3811 - 2101,Namur,1,550m²square meters,,,,25m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9949282,9949282,house,villa,480000,forsale,5310,l,installed,2012,,,46,4,1011,,true,700,true,,true,,5,,Namur,,,2012,,21 m,4,,,182m²square meters,36m²square meters,,Installed,18m²square meters,4,18m²square meters,18m²square meters,18m²square meters,,1,2,,,Yes,,No,1011m²square meters,21 mmeters,,,,,Yes,,Yes,46 kWh/m²kilowatt hour per square meters,A,RWPEB-008282.2,10 kg CO₂/m²,12180 kWh/year,No,,Yes,,,,,,,"€ 480,000480000 €",,No,Place Albert 1er 9 5081- Saint-Denis-Bovesse,http://www.hexpertimmo.be,1666 - 202720,Namur,5,700m²square meters,South East,,,24m²square meters,,,,,,,,14m²square meters,,,,Yes,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9642379,9642379,house,villa,385000,forsale,5380,l,usahyperequipped,2021,asnew,electric,89,3,898,,,,true,true,,,2,1,Namur,After signing the deed,,2021,As new,,4,,,168m²square meters,27m²square meters,,USA hyper equipped,13m²square meters,3,14m²square meters,12m²square meters,10m²square meters,1,,,5m²square meters,Yes,,,No,898m²square meters,,Connected,Yes,,,Yes,Yes,,89 kWh/m²kilowatt hour per square meters,B,PEB PU permis urbanisme en attente version définitive de l'architecte,Not specified,Not specified,,Electric,,,,,No,,,"€ 385,000385000 €",,,Rue Entrée Jacques 78/12 5030- Gembloux,http://www.homesweethomeimmo.be,,Namur,2,,South East,,,18m²square meters,Yes,,Yes,,,,,,,,,,,1,Yes,Yes,,,,,,Yes,,,,,,,Yes,,,,,,East,,,,,,,,,,,,,,,,,,,,,,
9885760,9885760,house,apartmentblock,750000,forsale,5660,l,installed,,good,,232,0,379,,,,,,,1,,,Namur,,,,Good,,2,,,708m²square meters,,,Installed,,,,,,4,1,5,,,,,No,379m²square meters,,,,,,,,,232 kWh/m²kilowatt hour per square meters,C,20140402016782 - 20140402016614 - 20140402016425 -20140402016373,Not specified,24617 kWh/year,No,,Yes,,,,,,,"€ 750,000750000 €","€ 3,3533353 €",Yes,Boulevard Audent 17 6000- Charleroi,http://www.lapropriete.be,11937 - 3269,Namur,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10162457,10162457,house,villa,539000,forsale,5300,l,installed,,,gas,294,4,0,,true,,true,,true,,,,Namur,,,,,,4,,,240m²square meters,35m²square meters,,Installed,18m²square meters,4,24m²square meters,23m²square meters,18m²square meters,2,,2,,,,,No,,51.8 mmeters,,Yes,,,,,Yes,294 kWh/m²kilowatt hour per square meters,D,20210511018710,Not specified,82299 kWh/year,No,Gas,Yes,,,,,,,"Make an offer starting from€ 539,000Make an offer starting from539000 €","€ 1,5441544 €",No,Rue Brun 11 5300- Andenne,,43020 - 19650,Namur,,,South,,,,,,Yes,Yes,,,,18m²square meters,,64m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10161146,10161146,house,house,320000,forsale,5590,l,,1964,,electric,364,4,1500,,true,1,true,,,,,,Namur,After signing the deed,,1964,,,4,,,167m²square meters,39m²square meters,Yes,,9m²square meters,4,14m²square meters,15m²square meters,13m²square meters,1,,2,,No,Yes,,,1500m²square meters,,Connected,Yes,,,,,,364 kWh/m²kilowatt hour per square meters,E,2022061407606,104 kg CO₂/m²,Not specified,,Electric,Yes,,,,,Non flood zone,,"€ 320,000320000 €",,No,,,,Namur,,1m²square meter,,,,30m²square meters,,,,,,,,9m²square meters,,,,,,,No,Yes,No,No,Yes,No,Yes,Yes,,,,,,,No,No,No,No,All kind,,South,,,,,,,,,,,,,,,,,,,,,,
10043073,10043073,house,house,120000,forsale,5140,l,installed,,asnew,fueloil,381,1,1000,true,true,700,true,,,1,4,,Namur,To be defined,,,As new,,4,,,190m²square meters,37m²square meters,,Installed,15m²square meters,1,21m²square meters,,,1,1,1,,,Yes,Yes,No,1000m²square meters,,,No,,,,Yes,,381 kWh/m²kilowatt hour per square meters,E,Not specified,Not specified,82106 kWh/year,,Fuel oil,Yes,280m²square meters,,,,,,,,No,Chaussée de Tirlemont 30 4520- Wanze,http://www.hervelebrun.be,4856280,Namur,4,700m²square meters,,,1,30m²square meters,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,"€ 120,000120000€","€ 1,0321032€",No,No,No,1,,,,,,,,,,,,,,,79
10029537,10029537,house,house,125000,forsale,5060,l,,,,wood,652,2,0,,,,,,,,,,Namur,,,,,,3,,,122m²square meters,,,,,2,,,,1,,,,,,,No,,,,,,,,,,652 kWh/m²kilowatt hour per square meters,G,20220808002561,Not specified,109017 kWh/year,No,Wood,Yes,,,,,,,"€ 125,000125000 €",€ 334334 €,No,"Rue de la Station, 64 5060- Tamines",http://www.immotoma.be,19190 - 6560,Namur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10131680,10131680,house,house,179000,forsale,5300,l,installed,,,gas,741,3,314,,true,,,,,,1,,Namur,After signing the deed,,,,,3,,,112m²square meters,,,Installed,16m²square meters,3,15m²square meters,13m²square meters,12m²square meters,,1,1,,,,,No,314m²square meters,,,Yes,,,,,,741 kWh/m²kilowatt hour per square meters,G,20220916022888,Not specified,93362 kWh/year,No,Gas,Yes,,,,,,,"Make an offer starting from€ 179,000Make an offer starting from179000 €",,No,Rue Brun 11 5300- Andenne,,43018 - 19649,Namur,1,,West,,,,,,Yes,,,,,,,28m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9890536,9890536,house,house,199000,forsale,5060,l,,,,pellet,431,3,900,,true,,,,,1,4,,Namur,,,,,,3,,,125m²square meters,30m²square meters,,,,3,,,,1,,1,,,Yes,,No,900m²square meters,,,,,,,,,431 kWh/m²kilowatt hour per square meters,F,Not specified,Not specified,Not specified,No,Pellet,Yes,,,,,,,"€ 199,000199000 €",€ 600600 €,No,Av. Delleur 17 1170- Watermael Boitsfort,http://www.cre.be,6250 - 441,Namur,4,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10066792,10066792,house,house,180000,forsale,5060,l,semiequipped,,tobedoneup,gas,,3,585,true,true,,,true,,,1,,Namur,After signing the deed,,,To be done up,14 m,3,Countryside,,160m²square meters,20m²square meters,Yes,Semi equipped,7m²square meters,3,12m²square meters,9m²square meters,14m²square meters,1,1,2,13m²square meters,Yes,Yes,Yes,No,585m²square meters,,,,,,,,,Not specified,Not specified,Not specified,Not specified,Not specified,,Gas,,150m²square meters,No,No,No,Non flood zone,"Living area (residential, urban or rural)","Make an offer starting from€ 180,000Make an offer starting from180000 €",€ 644644 €,No,Rue de la Croix 16 6042- Charleroi,,4809609,Namur,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10096564,10096564,house,villa,245000,forsale,5540,l,semiequipped,2012,good,fueloil,323,2,488,,true,,true,,,1,2,,Namur,Depending on the tenant,,2012,Good,,4,"Living area (residential, urban or rural)",,112m²square meters,,,Semi equipped,,2,,,,1,,,,,Yes,,No,488m²square meters,,Connected,No,,No,,Yes,,323 kWh/m²kilowatt hour per square meters,D,20220512009707,Not specified,36227 kWh/year,,Fuel oil,Yes,,,,,,,"Make an offer starting from€ 245,000Make an offer starting from245000 €",,No,Avenue Des Combattants 7 5500- Dinant,http://www.groupearcade.be,4902362,Namur,2,,,,1,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10029222,10029222,house,house,215000,forsale,5190,l,installed,,tobedoneup,fueloil,,3,258,true,true,1,true,,,,,,Namur,To be defined,,,To be done up,14 m,4,,,140m²square meters,18m²square meters,Yes,Installed,15m²square meters,3,15m²square meters,12m²square meters,8m²square meters,1,1,1,,No,,,Yes,258m²square meters,,Connected,No,No,No,No,Yes,No,Not specified,F,Not specified,Not specified,Not specified,,Fuel oil,Yes,,,,,,"Living area (residential, urban or rural)","€ 215,000215000 €",,No,,,,Namur,,1m²square meter,,,,1m²square meter,Yes,,,,,,54m²square meters,,,54m²square meters,,No,,,No,,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,
9979074,9979074,house,house,240000,forsale,5140,l,,,tobedoneup,fueloil,389,3,448,true,true,200,true,true,,1,2,,Namur,After signing the deed,,,To be done up,,3,,,160m²square meters,26m²square meters,Yes,,14m²square meters,3,14m²square meters,14m²square meters,12m²square meters,1,,2,,Yes,Yes,Yes,No,448m²square meters,,Connected,No,,,,,,389 kWh/m²kilowatt hour per square meters,E,Not specified,Not specified,69684 kWh/year,,Fuel oil,Yes,,,,,,,"€ 240,000240000 €",€ 577577 €,No,Chaussée de Tirlemont 30 4520- Wanze,http://www.hervelebrun.be,4799218,Namur,2,200m²square meters,,,1,20m²square meters,,,,,,,,,,,16m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10060107,10060107,house,house,239000,forsale,5002,l,,,justrenovated,gas,,3,185,true,true,45,true,,,,,,Namur,After signing the deed,,,Just renovated,5 m,2,Urban,,167m²square meters,14m²square meters,Yes,,9m²square meters,3,24m²square meters,15m²square meters,8m²square meters,1,1,2,,No,,,Yes,185m²square meters,,Connected,Yes,No,No,No,Yes,No,Not specified,Not specified,Not specified,Not specified,Not specified,,Gas,No,,,,,Non flood zone,,"€ 239,000239000 €",€ 743743 €,No,,,,Namur,,45m²square meters,,,,6m²square meters,,,,,,,12m²square meters,,,22m²square meters,,No,,,Yes,Yes,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,
10089165,10089165,house,house,350000,forsale,5620,l,,,,fueloil,255,4,0,,,,,,,1,1,,Namur,,,,,,4,,,325m²square meters,,,,,4,,,,1,,3,,,,,No,,,,,,,,,,255 kWh/m²kilowatt hour per square meters,C,20220814002008,Not specified,74151 kWh/year,No,Fuel oil,,,,,,,,"€ 350,000350000 €",,No,"Rue de la Station, 64 5060- Tamines",http://www.immotoma.be,19304 - 6600,Namur,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9984157,9984157,house,house,290000,forsale,5621,l,,,,fueloil,440,3,0,,,,,,,,2,,Namur,,,,,,4,,,194m²square meters,,,,,3,,,,1,,1,,,,,No,,,,,,,,,,440 kWh/m²kilowatt hour per square meters,F,20220722003236,Not specified,76994 kWh/year,No,Fuel oil,Yes,,,,,,,"€ 290,000290000 €",,No,"Rue de la Station, 64 5060- Tamines",http://www.immotoma.be,19122 - 6542,Namur,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9687343,9687343,house,house,725000,forsale,5660,l,,1907,good,fueloil,444,6,2410,true,true,,true,true,,2,5,,Namur,,,1907,Good,,3,Countryside,,,,,,,6,,,,1,,2,,Yes,Yes,Yes,,2410m²square meters,,Connected,Yes,,,,,,444 kWh/m²kilowatt hour per square meters,F,Not specified,Not specified,Not specified,,Fuel oil,Yes,,,,,,,"€ 725,000725000 €",,,Grand Place 33 7070- Le Roeulx,http://www.gvn-immoservice.be,,Namur,5,,,,2,,,,,Yes,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10071788,10071788,house,house,110000,forsale,5650,l,semiequipped,,torestore,fueloil,417,4,900,true,true,,,true,,,,,Namur,,,,To restore,,4,Isolated,,120m²square meters,40m²square meters,,Semi equipped,,4,8m²square meters,12m²square meters,10m²square meters,1,1,2,12m²square meters,Yes,Yes,Yes,,900m²square meters,,,,,,,,,417 kWh/m²kilowatt hour per square meters,E,2022010005843,85 kg CO₂/m²,81731 kWh/year,,Fuel oil,,,,,,,,"€ 110,000110000 €",€ 329329 €,No,Route de Gozée 651/1 6110- Montigny-le-Tilleul,http://www.etimo.be,4874098,Namur,,,,,,,,,,,,,,12m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10110544,10110544,house,house,149000,forsale,5300,l,semiequipped,,,gas,471,3,80,,true,,,,,,,,Namur,After signing the deed,,,,,3,,,102m²square meters,,Yes,Semi equipped,8m²square meters,3,19m²square meters,18m²square meters,11m²square meters,1,,1,,,,,No,80m²square meters,,,Yes,,,,,,471 kWh/m²kilowatt hour per square meters,F,20220902020461,Not specified,70414 kWh/year,No,Gas,Yes,,,,,,,"Make an offer starting from€ 149,000Make an offer starting from149000 €",€ 418418 €,No,Rue Brun 11 5300- Andenne,,42972 - 19638,Namur,,,,,,,,,,,,,,,,20m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10150785,10150785,house,exceptionalproperty,620000,forsale,5000,l,usahyperequipped,,,gas,,3,1136,true,true,1000,true,true,,,5,,Namur,After signing the deed,,,,,4,Landscape,,240m²square meters,,Yes,USA hyper equipped,,3,,,,2,,4,,Yes,Yes,Yes,,1136m²square meters,,Connected,Yes,No,No,No,Yes,No,Not specified,D,20220919021700,Not specified,Not specified,,Gas,Yes,,No,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 620,000620000 €",,No,,,,Namur,5,1000m²square meters,South,No,,40m²square meters,,,,,,,,,,,,No,Yes,1,No,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,No,No,Yes,No,No,No,No,Villa,No,South,,,,,,,,,,,,,,,,,,,,,,
10108322,10108322,house,house,165000,forsale,5537,l,,,torenovate,,518,5,661,,true,,true,,,,6,,Namur,After signing the deed,,,To renovate,,3,"Living area (residential, urban or rural)",,150m²square meters,,Yes,,,5,,,,1,,2,,,Yes,,No,661m²square meters,,,Yes,,,,,,518 kWh/m²kilowatt hour per square meters,G,20200715015336,Not specified,148604 kWh/year,,,Yes,,,,,,"Living area (residential, urban or rural)","€ 165,000165000 €",€ 857857 €,No,Chaussée de Louvain 258 5004- Bouge,http://www.s-immo.be/,,Namur,6,,,,,,,,,Yes,,,,,,,,,Yes,,,Yes,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10095693,10095693,house,house,215000,forsale,5300,l,semiequipped,,,fueloil,740,4,607,,true,,,,,,,,Namur,,,,,,2,,,150m²square meters,27m²square meters,Yes,Semi equipped,23m²square meters,4,20m²square meters,19m²square meters,13m²square meters,1,,1,,,,,No,607m²square meters,,,Yes,,,,,,740 kWh/m²kilowatt hour per square meters,G,20150810010974,Not specified,55524 kWh/year,No,Fuel oil,Yes,,,,,,,"Make an offer starting from€ 215,000Make an offer starting from215000 €",€ 622622 €,No,Rue Brun 11 5300- Andenne,,42960 - 19634,Namur,,,South,,,,,,Yes,,,,,13m²square meters,,40m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10116628,10116628,house,house,270000,forsale,5150,l,notinstalled,2022,,,98,3,756,,,400,,,,,2,,Namur,After signing the deed,,2022,,,3,,,140m²square meters,41m²square meters,,Not installed,12m²square meters,3,22m²square meters,16m²square meters,14m²square meters,1,,2,,,,,No,756m²square meters,,,Yes,,,,,,98 kWh/m²kilowatt hour per square meters,B,RWPEB-091168,Not specified,Not specified,No,,Yes,,,,,,,"€ 270,000270000 €",,No,Place Albert 1er 9 5081- Saint-Denis-Bovesse,http://www.hexpertimmo.be,1804 - 202714,Namur,2,400m²square meters,South,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10095729,10095729,house,house,150000,forsale,5650,l,semiequipped,,tobedoneup,fueloil,322,4,60,,true,60,,,,,,,Namur,Immediately,,,To be done up,12 m,2,Shop street,,,,,Semi equipped,10m²square meters,4,8m²square meters,12m²square meters,25m²square meters,1,1,2,,No,,,,60m²square meters,10 mmeters,Connected,Yes,No,No,No,Yes,No,322 kWh/m²kilowatt hour per square meters,D,20220621032435,98358 kg CO₂/m²,98358 kWh/year,,Fuel oil,Yes,,,,,Possible flood zone,,"€ 150,000150000 €",,No,,,,Namur,,60m²square meters,South,,,,,,,,,,,15m²square meters,,8m²square meters,,No,,1,No,,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,All kind,,,,,,,,,,,,,,,,,,,2,,,,,
10102230,10102230,house,apartmentblock,215000,forsale,5300,l,semiequipped,,,gas,299,4,118,,,,,,,,,,Namur,,,,,,2,,,182m²square meters,,,Semi equipped,16m²square meters,4,15m²square meters,14m²square meters,13m²square meters,2,,2,,,,,No,118m²square meters,,,,,,,,,299 kWh/m²kilowatt hour per square meters,D,20220906003253,Not specified,Not specified,No,Gas,Yes,,,,,,,"Make an offer starting from€ 215,000Make an offer starting from215000 €","€ 1,0601060 €",Yes,Rue Brun 11 5300- Andenne,,42967 - 19637,Namur,,,,,,,,,,,,,,13m²square meters,11m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10027035,10027035,house,farmhouse,300000,forsale,5503,l,semiequipped,,torenovate,gas,588,4,3239,true,true,,true,,,3,5,,Namur,After signing the deed,,,To renovate,40 m,3,,Link to the virtual visit,370m²square meters,26m²square meters,Yes,Semi equipped,15m²square meters,4,16m²square meters,13m²square meters,13m²square meters,1,1,1,,,Yes,Yes,,3239m²square meters,40 mmeters,Connected,,,,,,,588 kWh/m²kilowatt hour per square meters,G,20210429025701,81 kg CO₂/m²,128449 kWh/year,,Gas,,,No,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 300,000300000 €",€ 448448 €,,Rue Charles Balthasar 85 5590- Ciney,http://www.i-vert.be,,Namur,5,,South,,3,,Yes,,Yes,Yes,,,,12m²square meters,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,North,,,,,,,,,,,,,,,,,7,,,,,
10037171,10037171,house,house,359000,forsale,5060,l,,,,electric,,3,685,,,,,,,1,2,,Namur,After signing the deed,,,,,,,,161m²square meters,,,,,3,,,,1,,2,,,,,No,685m²square meters,,,,,,,,,Not specified,Not specified,Not specified,Not specified,Not specified,No,Electric,Yes,,,,,,,"€ 359,000359000 €",,No,"Rue de la Station, 64 5060- Tamines",http://www.immotoma.be,19223 - 6485,Namur,2,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10102631,10102631,house,house,395000,forsale,5030,l,installed,,,fueloil,463,4,1200,true,true,,,,,1,2,,Namur,After signing the deed,,,,,4,"Living area (residential, urban or rural)",,160m²square meters,43m²square meters,,Installed,17m²square meters,4,16m²square meters,12m²square meters,10m²square meters,1,,1,,,,Yes,No,1200m²square meters,,,Yes,,,,Yes,,463 kWh/m²kilowatt hour per square meters,F,20220831018519,116 kg CO₂/m²,Not specified,,Fuel oil,Yes,,,,,,,"€ 395,000395000 €",€ 744744 €,,Rue de Dinant 85 5570- Beauraing,,,Namur,2,,North East,,1,,,,Yes,,,,,11m²square meters,,40m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10118171,10118171,house,villa,310000,forsale,5060,l,,,good,,288,3,1200,,true,,true,,,1,4,,Namur,After signing the deed,,,Good,,4,,,165m²square meters,40m²square meters,,,20m²square meters,3,22m²square meters,22m²square meters,16m²square meters,1,,2,,,Yes,,No,1200m²square meters,,,,,,,,,288 kWh/m²kilowatt hour per square meters,D,20150131003343,Not specified,50628 kWh/year,No,,Yes,,,,,,,"€ 310,000310000 €","€ 1,0751075 €",No,Route de Landen 82 4280- Hannut,http://www.immobilierela.be,1009603 - 1040,Namur,4,,,,1,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
